ko_id	category1	category2	function	Arabidopsis_thaliana.batch_run_hsds_id	Arabidopsis_thaliana.batch_run_hsds_genes	Arabidopsis_thaliana.batch_run_hsds_num	Chlamydomonas_reinhardtii.batch_run_hsds_id	Chlamydomonas_reinhardtii.batch_run_hsds_genes	Chlamydomonas_reinhardtii.batch_run_hsds_num
K02325	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	POLE2; NA polymerase epsilon subunit 2 	NP_680197.2	NP_680197.2; NP_001332528.1	1			
K02540	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	MCM2; NA replication licensing factor MCM2 	NP_175112.2	NP_175112.2; NP_001185154.1	1			
K02209	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	MCM5, CC46; NA replication licensing factor MCM5 	NP_178812.1	NP_178812.1; NP_001189521.1	1			
K02542	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	MCM6; NA replication licensing factor MCM6 	NP_680393.1	NP_680393.1; NP_001331629.1	1			
K02210	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	MCM7, CC47; NA replication licensing factor MCM7 	NP_192115.1	NP_192115.1; NP_001190655.1	1			
K10739	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	RFA2, RPA2; replication factor A2	NP_565571.1, NP_566188.1	NP_565571.1; NP_001118376.1, NP_566188.1; NP_001319455.1; NP_001326669.1	2			
K10740	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	RPA3; replication factor A3	NP_190831.1	NP_190831.1; NP_001078273.1; NP_567560.2	1			
K10754	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	RFC1; replication factor C subunit 1	NP_680188.1	NP_680188.1; NP_001330213.1	1			
K10755	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	RFC2_4; replication factor C subunit 2/4	NP_564148.1	NP_564148.1; NP_001185060.1; NP_849695.1; NP_001185061.1	1	XP_001696411.1	XP_001696411.1; XP_001696875.1	1
K10745	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	RNASEH2C; ribonuclease H2 subunit C	NP_181476.2	NP_181476.2; NP_001323596.1	1			
K10773	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	NTH; endonuclease III 	NP_563752.1	NP_563752.1; NP_973767.1; NP_565725.1; NP_001077988.1	1			
K01247	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	alkA; NA-3-methyladenine glycosylase II 	NP_565105.1, NP_564085.1	NP_565105.1; NP_974147.1, NP_564085.1; NP_001077563.1	2			
K01246	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	tag; NA-3-methyladenine glycosylase I 	NP_200605.1, NP_973818.1, NP_173049.1	NP_200605.1; NP_001032091.1, NP_973818.1; NP_001184988.1, NP_173049.1; NP_001321950.1	3			
K03575	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	mutY; A/G-specific adenine glycosylase 	NP_193010.2	NP_193010.2; NP_001329634.1; NP_001329635.1	1			
K03652	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	MPG; NA-3-methyladenine glycosylase 	NP_187811.1	NP_187811.1; NP_001326241.1	1			
K10801	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	MB4; methyl-CpG-binding domain protein 4 	NP_566325.1	NP_566325.1; NP_974252.1; NP_974253.1; NP_001327391.1	1			
K01142	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	E3.1.11.2, xthA; exodeoxyribonuclease III 	NP_187467.1, NP_181677.1	NP_187467.1; NP_191279.3; NP_567107.5; NP_001030908.1; NP_191664.1; NP_001323448.1; NP_001323447.1; NP_181677.1, NP_181677.1; NP_001323447.1; NP_001323448.1; NP_181677.1; NP_001323447.1; NP_001323448.1; NP_001118500.1	2			
K10772	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	APEX2; AP endonuclease 2 	NP_974691.2	NP_974691.2; NP_001328802.1; NP_001328803.1	1			
K10803	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	XRCC1; NA-repair protein XRCC1	NP_178158.2	NP_178158.2; NP_001077856.1; NP_001321272.1; NP_850985.1; NP_001185449.1	1			
K10798	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	PARP2_3_4; poly [AP-ribose] polymerase 2/3/4 	NP_192148.2	NP_192148.2; NP_001329308.1; NP_001329307.1	1			
K10838	09124 Replication and repair	03420 Nucleotide excision repair [PATH:ko03420]	XPC; xeroderma pigmentosum group C-complementing protein	NP_197166.2	NP_197166.2; NP_001031894.1	1			
K10841	09124 Replication and repair	03420 Nucleotide excision repair [PATH:ko03420]	ERCC6, CSB, RA26; NA excision repair protein ERCC-6	NP_179466.1	NP_179466.1; NP_001318246.1; NP_001324143.1; NP_001324144.1; NP_001324145.1; NP_001324146.1; NP_001324142.1	1			
K10846	09124 Replication and repair	03420 Nucleotide excision repair [PATH:ko03420]	ERCC5, XPG, RA2; NA excision repair protein ERCC-5	NP_001319661.1	NP_001319661.1; NP_001325748.1	1			
K10848	09124 Replication and repair	03420 Nucleotide excision repair [PATH:ko03420]	ERCC4, XPF; NA excision repair protein ERCC-4 	NP_198931.1	NP_198931.1; NP_001330263.1	1			
K07456	09124 Replication and repair	03430 Mismatch repair [PATH:ko03430]	mutS2; NA mismatch repair protein MutS2	NP_176687.1	NP_176687.1; NP_001185315.1; NP_001320497.1	1			
K08737	09124 Replication and repair	03430 Mismatch repair [PATH:ko03430]	MSH6; NA mismatch repair protein MSH6	NP_192116.1	NP_192116.1; NP_001190656.1	1			
K08739	09124 Replication and repair	03430 Mismatch repair [PATH:ko03430]	MLH3; NA mismatch repair protein MLH3	NP_001320143.1	NP_001320143.1; NP_001328254.1; NP_001328251.1; NP_001328252.1; NP_001328253.1; NP_001328256.1	1			
K10746	09124 Replication and repair	03430 Mismatch repair [PATH:ko03430]	EXO1; exonuclease 1 	NP_174256.2, NP_564047.1, NP_178359.3	NP_174256.2; NP_001077624.1; NP_001117381.1, NP_564047.1; NP_849684.1, NP_178359.3; NP_001154488.1	3			
K03553	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	recA; recombination protein RecA	NP_179539.2, NP_189781.4	NP_179539.2; NP_187625.2; NP_565198.1; NP_001077844.1, NP_189781.4; NP_001319674.1; NP_001327865.1; NP_001327864.1; NP_001327863.1	2			
K10865	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	MRE11; double-strand break repair protein MRE11	NP_200237.1	NP_200237.1; NP_001330550.1	1			
K10683	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	BAR1; BRCA1-associated RING domain protein 1	NP_973758.2	NP_973758.2; NP_001318917.1	1			
K15362	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	BRIP1, BACH1, FANCJ; fanconi anemia group J protein 	NP_973426.1, NP_173495.5	NP_973426.1; NP_001318203.1, NP_173495.5; NP_001322805.1; NP_173498.3	2			
K10728	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	TOPBP1; topoisomerase (NA) II binding protein 1	NP_177856.2	NP_177856.2; NP_001323210.1; NP_001185418.1	1			
K11864	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	BRCC3, BRCC36; BRCA1/BRCA2-containing complex subunit 3 	NP_178138.2	NP_178138.2; NP_001078118.1; NP_001319488.1	1			
K08775	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	BRCA2, FANC1; breast cancer 2 susceptibility protein	NP_191913.3	NP_191913.3; NP_001328739.1; NP_001154192.1; NP_195783.3; NP_001328737.1	1			
K04482	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	RA51; NA repair protein RA51	NP_188928.2	NP_188928.2; NP_001327749.1; NP_568402.1; NP_001332342.1	1			
K10869	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	RA51L1, RA51B; RA51-like protein 1	NP_180423.3	NP_180423.3; NP_001031438.1; NP_001323469.1; NP_001323470.1; NP_001118403.1; NP_001154538.1	1			
K10870	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	RA51L2, RA51C; RA51-like protein 2	NP_566040.1	NP_566040.1; NP_001189749.1	1			
K10871	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	RA51L3, RA51; RA51-like protein 3	NP_172254.2	NP_172254.2; NP_001077479.1; NP_001322151.1; NP_001322152.1; NP_001322150.1	1			
K10879	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	XRCC2; NA-repair protein XRCC2	NP_201257.2	NP_201257.2; NP_001318876.1; NP_851268.1; NP_001330642.1; NP_001330647.1; NP_001330643.1; NP_001330644.1; NP_001330648.1; NP_001330645.1; NP_001330646.1; NP_001330649.1	1			
K10880	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	XRCC3; NA-repair protein XRCC3	NP_200554.1	NP_200554.1; NP_851202.1	1			
K10875	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	RA54L, RA54; NA repair and recombination protein RA54 and RA54-like protein 	NP_189731.1, NP_188552.3, NP_189853.1, NP_179232.1	NP_189731.1; NP_683620.1; NP_189731.1; NP_189770.1; NP_683620.1, NP_188552.3; NP_001189933.1, NP_189853.1; NP_001327910.1; NP_001327912.1; NP_001327911.1; NP_197542.1, NP_179232.1; NP_001324537.1; NP_179740.1; NP_001325209.1; NP_001325208.1	4			
K10882	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	EME1, MMS4; crossover junction endonuclease EME1 	NP_179771.2	NP_179771.2; NP_001189572.1	1			
K10885	09124 Replication and repair	03450 Non-homologous end-joining [PATH:ko03450]	XRCC5, KU80, G22P2; ATP-dependent NA helicase 2 subunit 2	NP_564520.1	NP_564520.1; NP_001322094.1; NP_001322093.1	1			
K10886	09124 Replication and repair	03450 Non-homologous end-joining [PATH:ko03450]	XRCC4; NA-repair protein XRCC4	NP_188951.2	NP_188951.2; NP_001154639.1	1			
K06640	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	ATR; serine/threonine-protein kinase ATR 	NP_198898.2	NP_198898.2; NP_001332642.1; NP_001332643.1; NP_001332644.1	1			
K10896	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	FANCM; fanconi anemia group M protein	NP_001185141.1	NP_001185141.1; NP_001320965.1; NP_001320964.1; NP_001320963.1; NP_001319152.1	1			
K15360	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	STRA13, CENPX, MHF2; centromere protein X	NP_178000.2	NP_178000.2; NP_001323102.1; NP_001323103.1; NP_001077843.1	1			
K11137	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	TELO2, TEL2; telomere length regulation protein	NP_680117.3	NP_680117.3; NP_001325844.1	1			
K15361	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	WR48, UAF1; W repeat-containing protein 48	NP_566246.1	NP_566246.1; NP_001325515.1; NP_850516.1	1			
K13960	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	UBE2T, HSPC150; ubiquitin-conjugating enzyme E2 T 	NP_566751.1	NP_566751.1; NP_001325554.1	1			
K10895	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	FANCI; fanconi anemia group I protein	NP_199722.2	NP_199722.2; NP_001119400.1; NP_001331415.1; NP_001331416.1	1			
K10891	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	FANC2; fanconi anemia group 2 protein	NP_001319941.1	NP_001319941.1; NP_001328525.1; NP_001328524.1; NP_001328523.1; NP_001328522.1; NP_001328521.1	1			
K03515	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	REV1; NA repair protein REV1 	NP_199288.4	NP_199288.4; NP_001119373.1	1			
K02350	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	REV3L, POLZ; NA polymerase zeta 	NP_176917.2	NP_176917.2; NP_001320390.1; NP_001320393.1; NP_001320391.1; NP_001319333.1; NP_001320392.1	1			
K03509	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	POLH; NA polymerase eta 	NP_568638.2	NP_568638.2; NP_001332153.1; NP_851130.1	1	XP_042918522.1	XP_042918522.1; XP_042918523.1	1
K03511	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	POLK; NA polymerase kappa 	NP_175420.3	NP_175420.3; NP_001320644.1; NP_001320646.1; NP_001320647.1; NP_001320650.1; NP_001320648.1; NP_001320649.1	1			
K10990	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	RMI1, BRAP75; RecQ-mediated genome instability protein 1	NP_201159.2	NP_201159.2; NP_001119486.1	1			
K15365	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	RMI2; RecQ-mediated genome instability protein 2	NP_172315.1	NP_172315.1; NP_001320532.1	1			
K15078	09124 Replication and repair	03460 Fanconi anemia pathway [PATH:ko03460]	SLX1; structure-specific endonuclease subunit SLX1 	NP_180594.2	NP_180594.2; NP_850142.2	1			
K05643	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	ABCA3; ATP-binding cassette, subfamily A (ABC1), member 3	NP_850354.2	NP_850354.2; NP_001031526.1	1	XP_042924019.1	XP_042924019.1; XP_042928746.1	1
K05658	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	ABCB1, C243; ATP-binding cassette, subfamily B (MR/TAP), member 1 	NP_189477.4, NP_193539.6, NP_172538.1, NP_189475.1, NP_171753.1, NP_182223.1, NP_181480.1, NP_683599.1	NP_189477.4; NP_189480.1; NP_189479.1, NP_193539.6; NP_001328203.1; NP_199466.1, NP_172538.1; NP_001320481.1; NP_194326.2, NP_189475.1; NP_189479.1, NP_171753.1; NP_001322407.1; NP_001322408.1; NP_171754.1, NP_182223.1; NP_001323911.1; NP_001323914.1; NP_001327192.1; NP_001327193.1; NP_191774.2, NP_181480.1; NP_191092.1, NP_683599.1; NP_001327523.1	8	XP_042914787.1	XP_042914787.1; XP_042914788.1	1
K05662	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	ABCB7; ATP-binding cassette, subfamily B (MR/TAP), member 7	NP_194591.1	NP_194591.1; NP_567813.1	1			
K05674	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	ABCC10; ATP-binding cassette, subfamily C (CFTR/MRP), member 10	NP_178811.7	NP_178811.7; NP_001323937.1; NP_001323936.1; NP_001323940.1; NP_001323938.1	1			
K05681	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	ABCG2, C338; ATP-binding cassette, subfamily G (WHITE), member 2	NP_568169.1, NP_194472.3	NP_568169.1; NP_850781.2; NP_001031843.1, NP_194472.3; NP_001189973.1; NP_564383.1; NP_001031843.1	2			
K08738	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	CYC; cytochrome c	NP_173697.1	NP_173697.1; NP_192742.1; NP_001117333.1	1			
K04536	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	NP_195172.1	NP_195172.1; NP_001078491.1	1			
K02183	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	CALM; calmodulin	NP_188933.1, NP_189542.1, NP_176814.1, NP_181643.1	NP_188933.1; NP_850097.1; NP_001154755.1; NP_188933.1; NP_001325462.1; NP_193200.1; NP_001329799.1; NP_001329798.1, NP_189542.1; NP_568568.1, NP_176814.1; NP_198594.1; NP_001185330.1; NP_850860.1; NP_189967.1; NP_180271.1; NP_191239.1; NP_850344.1; NP_001154754.1, NP_181643.1; NP_001189723.1; NP_001031523.1; NP_001318400.1; NP_001324806.1	4	XP_001703260.2, XP_042924145.1	XP_001703260.2; XP_001703420.1, XP_042924145.1; XP_042924146.1	2
K04392	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	RAC1; Ras-related C3 botulinum toxin substrate 1	NP_173437.1	NP_173437.1; NP_177712.1; NP_001077910.1; NP_179371.1; NP_190698.1; NP_195320.1; NP_001190916.1; NP_001190917.1; NP_195228.1	1			
K04368	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1 	NP_194337.1	NP_194337.1; NP_974619.1; NP_001328189.1; NP_001328190.1; NP_849446.1; NP_194710.1; NP_001031751.1; NP_001119079.1; NP_200469.1	1	XP_042917195.1	XP_042917195.1; XP_042917196.1	1
K10632	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	BRAP; BRCA1-associated protein 	NP_181746.2, NP_180170.2	NP_181746.2; NP_001323960.1; NP_001323961.1, NP_180170.2; NP_001031419.1; NP_001323647.1	2			
K17637	09132 Signal transduction	04014 Ras signaling pathway [PATH:ko04014]	EXOC2, SEC5; exocyst complex component 2	NP_173541.1	NP_173541.1; NP_001322652.1	1			
K05759	09132 Signal transduction	04015 Rap1 signaling pathway [PATH:ko04015]	PFN; profilin	NP_179566.1	NP_179566.1; NP_194664.1; NP_200471.3; NP_179567.1; NP_194663.1; NP_001119446.2	1			
K06268	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	PPP3R, CNB; serine/threonine-protein phosphatase 2B regulatory subunit	NP_566610.1, NP_176629.1, NP_199521.1, NP_197815.1, NP_195026.1, NP_192051.2, NP_194386.1	NP_566610.1; NP_001189924.1; NP_001319581.1, NP_176629.1; NP_001319319.1; NP_001322653.1; NP_001322654.1, NP_199521.1; NP_001329534.1; NP_001329535.1; NP_567533.1; NP_199521.1; NP_001329534.1; NP_001329535.1; NP_567533.1; NP_199521.1; NP_001330804.1, NP_197815.1; NP_001190377.1; NP_001331303.1, NP_195026.1; NP_849485.1; NP_195026.1; NP_849485.1; NP_001329199.1; NP_001329201.1; NP_001329200.1; NP_001320119.1, NP_192051.2; NP_001329076.1, NP_194386.1; NP_194387.1; NP_001332655.1; NP_200410.1; NP_001320073.1; NP_001328805.1; NP_567492.1	7			
K04421	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	MAP3K3, MEKK3; mitogen-activated protein kinase kinase kinase 3 	NP_564635.1	NP_564635.1; NP_001185211.1; NP_001031181.1; NP_849803.1; NP_001185212.1; NP_001322088.1; NP_001322087.1	1			
K04457	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	PPM1A, PP2CA; protein phosphatase 1A 	NP_194509.1	NP_194509.1; NP_849459.1; NP_849460.1	1			
K04459	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	USP, MKP; dual specificity MAP kinase phosphatase 	NP_178534.2	NP_178534.2; NP_973418.2	1			
K04460	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	PPP5C; serine/threonine-protein phosphatase 5 	NP_851258.2, NP_565985.1, NP_196651.1	NP_851258.2; NP_851259.1, NP_565985.1; NP_001323832.1; NP_001323833.1; NP_001323831.1; NP_001031534.1, NP_196651.1; NP_001331691.1; NP_001331692.1	3			
K20223	09132 Signal transduction	04013 MAPK signaling pathway - fly [PATH:ko04013]	IPO7, RANBP7; importin-7	NP_191461.2	NP_191461.2; NP_001030888.1	1			
K04564	09132 Signal transduction	04013 MAPK signaling pathway - fly [PATH:ko04013]	SO2; superoxide dismutase, Fe-Mn family 	NP_187703.1, NP_194240.1	NP_187703.1; NP_001030670.1; NP_191194.1, NP_194240.1; NP_001190834.1; NP_849440.1; NP_849441.1; NP_001031710.1; NP_199923.1; NP_001330686.1; NP_001330684.1; NP_001330685.1; NP_197722.1; NP_001330683.1; NP_001330687.1	2	XP_042914410.1	XP_042914410.1; XP_042918028.1	1
K13420	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 	NP_199445.1	NP_199445.1; NP_001330009.1	1			
K13416	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	BAK1; brassinosteroid insensitive 1-associated receptor kinase 1 	NP_179000.3	NP_179000.3; NP_001318220.1	1			
K13414	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	MEKK1; mitogen-activated protein kinase kinase kinase 1 	NP_192587.1	NP_192587.1; NP_001329232.1; NP_001329233.1	1			
K20603	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	MKK2; mitogen-activated protein kinase kinase 2 	NP_194337.1	NP_194337.1; NP_974619.1; NP_001328189.1; NP_001328190.1; NP_849446.1; NP_194710.1; NP_001031751.1; NP_001119079.1; NP_200469.1	1			
K20600	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	MPK4; mitogen-activated protein kinase 4 	NP_182131.2, NP_192046.1	NP_182131.2; NP_001325006.1; NP_001189755.1, NP_192046.1; NP_001117210.1	2			
K13424	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	WRKY33; WRKY transcription factor 33	NP_175956.1, NP_001329238.1	NP_175956.1; NP_181381.2; NP_178433.1; NP_186757.2; NP_001325618.1; NP_172849.1, NP_001329238.1; NP_001329240.1; NP_001329241.1; NP_001329242.1; NP_186757.2; NP_180584.1; NP_001325618.1	2			
K13413	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	MKK4_5; mitogen-activated protein kinase kinase 4/5 	NP_175577.1	NP_175577.1; NP_001319606.1; NP_188759.1	1			
K13449	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	PR1; pathogenesis-related protein 1	NP_179064.1, NP_175427.1, NP_195097.1	NP_179064.1; NP_179068.1, NP_175427.1; NP_001322848.1, NP_195097.1; NP_197985.2	3			
